Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_RPL_SawedoffMosin9130_D,"Sawed-off five shot bolt-action rifle, fed from internal magazine. Still usable today due to its sturdiness. Uses 7.62x54mmR rounds.","Sawed-off five shot bolt-action rifle, fed from internal magazine. Still usable today due to its sturdiness. Uses 7.62x54mmR rounds.","Upilovaná opakovací puška na pět ran. Munice dodávána vnitřním zásobníkem. Díky své odolnosti je použitelná i dnes a používá munici 7,62x54 mmR.","Abgesägtes 5-Schuss-Repetiergewehr mit internem Magazin. Aufgrund seiner Strapazierfähigkeit auch heute noch nutzbar. Nutzt 7,62x54mmR-Munition.","Обрез пятизарядной винтовки со скользящим затвором и внутренним магазином. До сих пор используется в наши дни благодаря своей надежности. Использует патроны калибра 7,62x54 мм R.","Pięciostrzałowy karabin samopowtarzalny z magazynkiem wewnętrznym i skróconą lufą. Używany ze względu na swoją solidność. Strzela amunicją 7,62x54 mm.","Sawed-off five shot bolt-action rifle, fed from internal magazine. Still usable today due to its sturdiness. Uses 7.62x54mmR rounds.","Fucile a otturatore scorrevole da cinque colpi con caricatore interno. Molto robusto, nonostante sia vecchio. Utilizza munizioni calibro 7.62x54 mm R.","Fusil de cerrojo de cinco tiros recortado. Se alimenta de un cargador interno. Es tan férreo que sigue funcionando a día de hoy. Usa proyectiles de 7,62x54 mmR.","Un fusil à verrou à canon scié de calibre 7,62x54 mm R avec chargeur fixe à cinq coups. Sa solidité à toute épreuve le rend extrêmement populaire.",短管式栓動步槍，可容納五發子彈，以內建彈匣供彈。非常可靠，到現在都還能用。使用 7.62x54mmR 子彈。,内部マガジンから装填するソードオフ 5 発ボルトアクション式ライフル。頑丈なため今でも使用できる。7.62x54mmR 弾薬を使う。,"Sawed-off five shot bolt-action rifle, fed from internal magazine. Still usable today due to its sturdiness. Uses 7.62x54mmR rounds.",从内部弹匣送弹的短管五发手动栓式步枪。由于其非常坚固，至今仍可使用。使用 7.62x54mmR 子弹。,
STR_RPL_MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,MP5K,
STR_RPL_MP5K_D,"Selective-fire submachine gun, fed from a detachable magazine. Very high rate of fire. Uses 9x19mm rounds.","Selective-fire submachine gun, fed from a detachable magazine. Very high rate of fire. Uses 9x19mm rounds.","Samopal s možností volby režimu střelby. Munice dodávána odnímatelným zásobníkem, velmi vysoká kadence. Používá munici 9x19 mm.",Maschinenpistole mit selektivem Feuer und abnehmbarem Magazin. Sehr hohe Feuerrate. Nutzt 9x19mm-Munition.,Пистолет-пулемет с переводчиком режимов огня и съемным магазином. Очень высокая скорость стрельбы. Использует патроны калибра 9x19 мм.,Pistolet maszynowy z przełącznikiem ognia i uniwersalnym magazynkiem zewnętrznym. Bardzo szybkostrzelny. Strzela amunicją 9x19 mm.,"Selective-fire submachine gun, fed from a detachable magazine. Very high rate of fire. Uses 9x19mm rounds.",Mitra con selettore di fuoco e alimentazione a caricatore estraibile. Tasso di fuoco molto elevato. Utilizza munizioni calibro 9x19 mm.,"Metralleta de fuego selectivo, alimentada por un cargador desmontable. Cadencia de tiro muy elevada. Usa proyectiles de 9x19 mm.","Un pistolet mitrailleur à cadence élevée, avec différents modes de tir accueillant un chargeur amovible de calibre 9x19 mm.",可選射擊模式的機關槍，以可拆卸的彈匣供彈。射速極快。使用 9x19mm 子彈。,取り外し可能なマガジンから装填する、セレクティブファイア機能の短機関銃。連射速度がとても高い、大口径。9x19mm 弾薬を使う。,"Selective-fire submachine gun, fed from a detachable magazine. Very high rate of fire. Uses 9x19mm rounds.",从可拆卸弹匣送弹的选射冲锋枪。射速非常快。使用 9x19mm 子弹。,
STR_RPL_Groza,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,Groza-4,
STR_RPL_Groza_D,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.,
STR_RPL_PM73Rak,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,PM73 RAK,
STR_RPL_PM73Rak_D,"The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.","The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt.",
STR_RPL_Ruger1022,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,
STR_RPL_Ruger1022_D_Green,"A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.",
STR_RPL_Ruger1022_D_Black,"A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.",
STR_RPL_Ruger1022_D,"A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.",
STR_RPL_Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,Steyr Scout,
STR_RPL_Scout_D_Green,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.,
STR_RPL_Scout_D_Black,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.,
STR_RPL_Scout_D,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,The Steyr Scout provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.,
STR_RPL_SKS,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,SKS M59/66,
STR_RPL_SKS_D_Green,"The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted.",
STR_RPL_SKS_D_Black,"The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.","The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted.",
STR_RPL_SKS_D,"A ten-shot semi-automatic rifle, fed from an internal magazine. Older model, but still reliable. Uses 7.62x39mm rounds.","A ten-shot semi-automatic rifle, fed from an internal magazine. Older model, but still reliable. Uses 7.62x39mm rounds.","Poloautomatická puška na deset ran, munice dodávána vnitřním zásobníkem. Starší, ale stále spolehlivý model. Používá munici 7,62x39 mm.","Ein halbautomatisches Gewehr mit zehn Schuss, das von einem internen Magazin versorgt wird. Ein älteres Modell, aber trotzdem nützlich. Nutzt 7.62x39mm-Munition.","Десятизарядная полуавтоматическая винтовка с внутренним магазином. Старая, но все равно надежная модель. Использует патроны калибра 7,62x39 мм.","Dziesięciostrzałowy, półautomatyczny karabin z magazynkiem wewnętrznym. Stary, ale wciąż niezawodny. Strzela amunicją 7,62x39 mm.","A ten-shot semi-automatic rifle, fed from an internal magazine. Older model, but still reliable. Uses 7.62x39mm rounds.","Fucile semiautomatico da dieci colpi con alimentazione mediante caricatore interno. È un modello più vecchio, ma resta comunque affidabile. Utilizza munizioni calibro 7.62x39 mm.","Un fusil semiautomático de diez tiros, que se alimenta de un cargador interno. Es un modelo antiguo, pero sigue siendo de confianza. Usa proyectiles de 7,62x39 mm.","Un fusil semi-automatique à dix coups de 7,62x39 mm avec chargeur interne. Un modèle ancien, mais fiable.",半自動步槍，可容納十發子彈，以內建彈匣供彈。是較老舊的版本，但還是很可靠耐用。使用 7.62x39mm 子彈。,内部マガジンから装填する 10 発セミオート式ライフル。古めのモデルだが、依然信頼性が高い。7.62x39mm 弾薬を使う。,"A ten-shot semi-automatic rifle, fed from an internal magazine. Older model, but still reliable. Uses 7.62x39mm rounds.",10 发子弹半自动步枪，从内置弹匣送弹。较老的枪型，但可靠性还不错。使用 7.62x39mm 子弹。,
STR_RPL_SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,SVD,
STR_RPL_SVD_D,Semi-automatic marksmen rifle fed from a detachable magazine. Compatible with AK scopes. Uses 7.62x54mmR rounds.,Semi-automatic marksmen rifle fed from a detachable magazine. Compatible with AK scopes. Uses 7.62x54mmR rounds.,"Poloautomatická ostrostřelecká puška. Munice dodávána odnímatelným zásobníkem. Kompatibilní s optikami na AK. Používá munici 7,62x54 mmR.","Halbautomatisches Scharfschützengewehr mit abnehmbarem Magazin. Kompatibel mit AK-Zielvisieren. Nutzt 7,62x54mmR-Munition.","Полуавтоматическая снайперская винтовка со съемным магазином. Совместима с прицелами системы КА. Использует патроны калибра 7,62x54 мм R.","Półautomatyczny karabin precyzyjny z magazynkiem zewnętrznym. Kompatybilny z lunetami celowniczymi AK. Strzela amunicją 7,62x54 mm.",Semi-automatic marksmen rifle fed from a detachable magazine. Compatible with AK scopes. Uses 7.62x54mmR rounds.,Fucile da tiratore scelto semi-automatico con alimentazione mediante un caricatore estraibile. Compatibile con i mirini AK. Utilizza munizioni calibro 7.62x54 mm R.,"Fusil de tirador semiautomático, alimentado por un cargador desmontable. Compatible con miras AK. Usa proyectiles de 7,62x54 mmR.","Un fusil de précision semi-automatique accueillant un chargeur amovible de calibre 7,62x54 mm R. Compatible avec les lunettes pour AK.",半自動式特等射手步槍，以可拆卸的彈匣供彈。兼容 AK 瞄鏡。使用 7.62x54mmR 子彈。,取り外し可能なマガジンから装填する、セミオート式のマークスマンライフル。AK スコープと互換性がある。7.62x54mmR 弾薬を使う。,Semi-automatic marksmen rifle fed from a detachable magazine. Compatible with AK scopes. Uses 7.62x54mmR rounds.,从可拆卸弹匣送弹的半自动精确射击步枪。与 AK 瞄准镜兼容。使用 7.62x54mmR 子弹。,
STR_RPL_UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,UMP45,
